,no.,date,time,source,destination,protocol,length,tcp_retransmission,flags,source_port,destination_port,seq,win,len,mss,ack
1779,1780,2020-11-04,19:55:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6969,0,1024,0,1460,False
1780,1781,2020-11-04,19:55:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,25735,0,3072,0,1460,False
1781,1782,2020-11-04,19:55:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6901,0,4096,0,1460,False
1782,1783,2020-11-04,19:55:27,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1494,0,3072,0,1460,False
1783,1784,2020-11-04,19:55:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5911,0,4096,0,1460,False
1784,1785,2020-11-04,19:55:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,32770,0,2048,0,1460,False
1785,1786,2020-11-04,19:59:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,63331,0,4096,0,1460,False
1786,1787,2020-11-04,19:59:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1434,0,1024,0,1460,False
1787,1788,2020-11-04,19:59:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5061,0,1024,0,1460,False
1788,1789,2020-11-04,19:59:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2045,0,4096,0,1460,False
1789,1790,2020-11-04,19:59:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,911,0,2048,0,1460,False
1790,1791,2020-11-04,19:59:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6059,0,1024,0,1460,False
1791,1792,2020-11-04,19:59:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1198,0,1024,0,1460,False
1792,1793,2020-11-04,19:59:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9011,0,3072,0,1460,False
1793,1794,2020-11-04,20:00:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1580,0,3072,0,1460,False
1794,1795,2020-11-04,20:00:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2040,0,3072,0,1460,False
1795,1796,2020-11-04,20:00:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6123,0,1024,0,1460,False
1796,1797,2020-11-04,20:00:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3828,0,2048,0,1460,False
1797,1798,2020-11-04,20:00:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8333,0,4096,0,1460,False
1798,1799,2020-11-04,20:00:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8022,0,3072,0,1460,False
1799,1800,2020-11-04,20:00:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5555,0,1024,0,1460,False
1800,1801,2020-11-04,20:00:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,55056,0,1024,0,1460,False
1801,1802,2020-11-04,20:00:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2160,0,2048,0,1460,False
1802,1803,2020-11-04,20:00:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8654,0,3072,0,1460,False
1803,1804,2020-11-04,20:00:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,50006,0,2048,0,1460,False
1804,1805,2020-11-04,20:01:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2366,0,3072,0,1460,False
1805,1806,2020-11-04,20:01:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,23502,0,4096,0,1460,False
1806,1807,2020-11-04,20:01:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1063,0,3072,0,1460,False
1807,1808,2020-11-04,20:01:21,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5003,0,2048,0,1460,False
1808,1809,2020-11-04,20:01:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,50636,0,4096,0,1460,False
1809,1810,2020-11-04,20:01:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1152,0,3072,0,1460,False
1810,1811,2020-11-04,20:01:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,27353,0,2048,0,1460,False
1811,1812,2020-11-04,20:01:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7007,0,3072,0,1460,False
1812,1813,2020-11-04,20:01:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5915,0,2048,0,1460,False
1813,1814,2020-11-04,20:01:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1234,0,2048,0,1460,False
1814,1815,2020-11-04,20:02:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5925,0,2048,0,1460,False
1815,1816,2020-11-04,20:04:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,50389,0,3072,0,1460,False
1816,1817,2020-11-04,21:05:55,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1149,0,2048,0,1460,False
1817,1818,2020-11-04,21:06:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,16993,0,4096,0,1460,False
1818,1819,2020-11-04,21:06:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6502,0,2048,0,1460,False
1819,1820,2020-11-04,21:06:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,65389,0,3072,0,1460,False
1820,1821,2020-11-04,21:06:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3914,0,3072,0,1460,False
1821,1822,2020-11-04,21:06:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1057,0,2048,0,1460,False
1822,1823,2020-11-04,21:06:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6004,0,4096,0,1460,False
1823,1824,2020-11-04,21:06:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6789,0,3072,0,1460,False
1824,1825,2020-11-04,21:06:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49167,0,3072,0,1460,False
1825,1826,2020-11-04,21:06:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,16018,0,1024,0,1460,False
1826,1827,2020-11-04,21:06:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,52822,0,2048,0,1460,False
1827,1828,2020-11-04,21:06:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3351,0,3072,0,1460,False
1828,1829,2020-11-04,21:07:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6129,0,2048,0,1460,False
1829,1830,2020-11-04,21:07:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,50000,0,3072,0,1460,False
1830,1831,2020-11-04,21:07:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1038,0,2048,0,1460,False
1831,1832,2020-11-04,21:07:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2008,0,3072,0,1460,False
1832,1833,2020-11-04,21:07:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1236,0,1024,0,1460,False
1833,1834,2020-11-04,21:11:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,85,0,3072,0,1460,False
1834,1835,2020-11-04,21:11:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2049,0,4096,0,1460,False
1835,1836,2020-11-04,21:11:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6646,0,4096,0,1460,False
1836,1837,2020-11-04,21:11:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1007,0,3072,0,1460,False
1837,1838,2020-11-04,21:11:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1108,0,1024,0,1460,False
1838,1839,2020-11-04,21:11:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,42510,0,3072,0,1460,False
1839,1840,2020-11-04,21:11:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,465,0,1024,0,1460,False
1840,1841,2020-11-04,21:12:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3128,0,2048,0,1460,False
1841,1842,2020-11-04,21:32:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,625,0,4096,0,1460,False
1842,1843,2020-11-04,21:32:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2065,0,1024,0,1460,False
1843,1844,2020-11-04,22:21:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,32770,0,3072,0,1460,False
1844,1845,2020-11-04,22:21:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5911,0,2048,0,1460,False
1845,1846,2020-11-04,22:21:44,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1494,0,4096,0,1460,False
1846,1847,2020-11-04,22:21:51,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2920,0,2048,0,1460,False
1847,1848,2020-11-04,22:21:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3689,0,1024,0,1460,False
1848,1849,2020-11-04,22:22:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5678,0,4096,0,1460,False
1849,1850,2020-11-04,22:22:08,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2607,0,3072,0,1460,False
1850,1851,2020-11-04,22:22:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1801,0,3072,0,1460,False
1851,1852,2020-11-04,22:22:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4001,0,3072,0,1460,False
1852,1853,2020-11-04,22:22:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,32775,0,1024,0,1460,False
1853,1854,2020-11-04,22:22:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,389,0,1024,0,1460,False
1854,1855,2020-11-04,22:22:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3372,0,2048,0,1460,False
1855,1856,2020-11-04,22:22:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,687,0,4096,0,1460,False
1856,1857,2020-11-04,22:22:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,7920,0,2048,0,1460,False
1857,1858,2020-11-04,22:22:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49160,0,3072,0,1460,False
1858,1859,2020-11-04,22:22:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3013,0,1024,0,1460,False
1859,1860,2020-11-04,22:23:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5225,0,4096,0,1460,False
1860,1861,2020-11-04,22:23:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2251,0,4096,0,1460,False
1861,1862,2020-11-04,22:26:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5925,0,2048,0,1460,False
1862,1863,2020-11-04,22:27:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1234,0,1024,0,1460,False
1863,1864,2020-11-04,22:27:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5915,0,2048,0,1460,False
1864,1865,2020-11-04,22:27:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,7007,0,3072,0,1460,False
1865,1866,2020-11-04,22:27:21,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,27353,0,3072,0,1460,False
1866,1867,2020-11-04,22:27:27,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1152,0,4096,0,1460,False
1867,1868,2020-11-04,22:27:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,50636,0,1024,0,1460,False
1868,1869,2020-11-04,22:27:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5003,0,1024,0,1460,False
1869,1870,2020-11-04,22:27:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1063,0,1024,0,1460,False
1870,1871,2020-11-04,22:27:45,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,23502,0,1024,0,1460,False
1871,1872,2020-11-04,22:27:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2366,0,1024,0,1460,False
1872,1873,2020-11-04,22:27:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,50006,0,2048,0,1460,False
1873,1874,2020-11-04,22:27:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8654,0,3072,0,1460,False
1874,1875,2020-11-04,22:28:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2160,0,2048,0,1460,False
1875,1876,2020-11-04,22:28:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,55056,0,4096,0,1460,False
1876,1877,2020-11-04,22:28:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5555,0,4096,0,1460,False
1877,1878,2020-11-04,22:28:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8022,0,3072,0,1460,False
1878,1879,2020-11-04,22:28:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8333,0,4096,0,1460,False
1879,1880,2020-11-04,22:28:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3828,0,2048,0,1460,False
1880,1881,2020-11-04,22:28:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6123,0,2048,0,1460,False
1881,1882,2020-11-04,22:28:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2040,0,2048,0,1460,False
1882,1883,2020-11-04,22:28:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1580,0,1024,0,1460,False
1883,1884,2020-11-04,22:28:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9011,0,4096,0,1460,False
1884,1885,2020-11-04,22:29:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1198,0,4096,0,1460,False
1885,1886,2020-11-04,22:29:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6059,0,3072,0,1460,False
1886,1887,2020-11-04,22:29:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,911,0,3072,0,1460,False
1887,1888,2020-11-04,22:29:17,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2045,0,1024,0,1460,False
1888,1889,2020-11-04,22:29:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5061,0,1024,0,1460,False
1889,1890,2020-11-04,22:29:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1434,0,3072,0,1460,False
1890,1891,2020-11-04,22:29:34,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,63331,0,3072,0,1460,False
1891,1892,2020-11-04,22:32:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,50389,0,3072,0,1460,False
1892,1893,2020-11-04,23:33:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1236,0,4096,0,1460,False
1893,1894,2020-11-04,23:33:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2008,0,3072,0,1460,False
1894,1895,2020-11-04,23:33:44,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1038,0,2048,0,1460,False
1895,1896,2020-11-04,23:33:50,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,259,0,1024,0,1460,False
1896,1897,2020-11-04,23:33:56,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,10243,0,1024,0,1460,False
1897,1898,2020-11-04,23:34:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2033,0,2048,0,1460,False
1898,1899,2020-11-04,23:34:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5862,0,3072,0,1460,False
1899,1900,2020-11-04,23:34:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8093,0,3072,0,1460,False
1900,1901,2020-11-04,23:34:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,179,0,4096,0,1460,False
1901,1902,2020-11-04,23:34:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1984,0,2048,0,1460,False
1902,1903,2020-11-04,23:34:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9877,0,2048,0,1460,False
1903,1904,2020-11-04,23:34:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,563,0,1024,0,1460,False
1904,1905,2020-11-04,23:34:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,90,0,4096,0,1460,False
1905,1906,2020-11-04,23:34:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8084,0,1024,0,1460,False
1906,1907,2020-11-04,23:34:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2725,0,2048,0,1460,False
1907,1908,2020-11-04,23:34:57,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,311,0,3072,0,1460,False
1908,1909,2020-11-04,23:35:02,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6666,0,3072,0,1460,False
1909,1910,2020-11-04,23:38:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3128,0,2048,0,1460,False
1910,1911,2020-11-04,23:38:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,465,0,1024,0,1460,False
1911,1912,2020-11-04,23:39:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,42510,0,2048,0,1460,False
1912,1913,2020-11-04,23:39:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1108,0,2048,0,1460,False
1913,1914,2020-11-04,23:39:16,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1007,0,1024,0,1460,False
1914,1915,2020-11-04,23:39:22,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6646,0,3072,0,1460,False
1915,1916,2020-11-04,23:39:28,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2049,0,2048,0,1460,False
1916,1917,2020-11-04,23:39:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,85,0,2048,0,1460,False
1917,1918,2020-11-05,00:00:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2065,0,3072,0,1460,False
1918,1919,2020-11-05,00:00:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,625,0,3072,0,1460,False
1919,1920,2020-11-05,00:49:07,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2251,0,2048,0,1460,False
1920,1921,2020-11-05,00:49:14,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5225,0,3072,0,1460,False
1921,1922,2020-11-05,00:49:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3013,0,4096,0,1460,False
1922,1923,2020-11-05,00:49:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49160,0,4096,0,1460,False
1923,1924,2020-11-05,00:49:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,7920,0,2048,0,1460,False
1924,1925,2020-11-05,00:49:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,687,0,2048,0,1460,False
1925,1926,2020-11-05,00:49:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3372,0,3072,0,1460,False
1926,1927,2020-11-05,00:49:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,389,0,2048,0,1460,False
1927,1928,2020-11-05,00:49:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,32775,0,3072,0,1460,False
1928,1929,2020-11-05,00:49:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,4001,0,4096,0,1460,False
1929,1930,2020-11-05,00:50:05,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1801,0,4096,0,1460,False
1930,1931,2020-11-05,00:50:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2607,0,4096,0,1460,False
1931,1932,2020-11-05,00:50:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5678,0,2048,0,1460,False
1932,1933,2020-11-05,00:50:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3689,0,3072,0,1460,False
1933,1934,2020-11-05,00:50:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2920,0,4096,0,1460,False
1934,1935,2020-11-05,00:50:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,10012,0,1024,0,1460,False
1935,1936,2020-11-05,00:50:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1021,0,4096,0,1460,False
1936,1937,2020-11-05,00:50:44,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,60020,0,4096,0,1460,False
1937,1938,2020-11-05,00:54:31,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,4998,0,3072,0,1460,False
1938,1939,2020-11-05,00:54:37,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5002,0,1024,0,1460,False
1939,1940,2020-11-05,00:54:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1092,0,4096,0,1460,False
1940,1941,2020-11-05,00:54:48,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2103,0,2048,0,1460,False
1941,1942,2020-11-05,00:54:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1049,0,4096,0,1460,False
1942,1943,2020-11-05,00:54:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,8800,0,1024,0,1460,False
1943,1944,2020-11-05,00:55:04,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,9290,0,1024,0,1460,False
1944,1945,2020-11-05,00:55:10,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49152,0,3072,0,1460,False
1945,1946,2020-11-05,00:55:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1863,0,3072,0,1460,False
1946,1947,2020-11-05,00:55:21,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2401,0,2048,0,1460,False
1947,1948,2020-11-05,00:55:26,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3031,0,2048,0,1460,False
1948,1949,2020-11-05,00:55:32,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,306,0,2048,0,1460,False
1949,1950,2020-11-05,00:55:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1812,0,2048,0,1460,False
1950,1951,2020-11-05,00:55:43,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1104,0,2048,0,1460,False
1951,1952,2020-11-05,00:55:49,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2718,0,4096,0,1460,False
1952,1953,2020-11-05,00:55:54,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1110,0,3072,0,1460,False
1953,1954,2020-11-05,00:56:00,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,6005,0,2048,0,1460,False
1954,1955,2020-11-05,00:56:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,2034,0,1024,0,1460,False
1955,1956,2020-11-05,00:56:13,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5269,0,4096,0,1460,False
1956,1957,2020-11-05,00:56:19,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,5962,0,3072,0,1460,False
1957,1958,2020-11-05,00:56:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3268,0,2048,0,1460,False
1958,1959,2020-11-05,00:56:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,1044,0,2048,0,1460,False
1959,1960,2020-11-05,00:56:36,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,512,0,3072,0,1460,False
1960,1961,2020-11-05,00:56:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,49157,0,3072,0,1460,False
1961,1962,2020-11-05,00:56:47,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36050,3261,0,1024,0,1460,False
1962,1963,2020-11-05,01:31:19,64.13.134.52,172.16.0.8,TCP,60,True,"[SYN, ACK]",22,36050,0,5840,0,1380,1
1963,1964,2020-11-05,01:59:18,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6666,0,3072,0,1460,False
1964,1965,2020-11-05,01:59:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,311,0,3072,0,1460,False
1965,1966,2020-11-05,01:59:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2725,0,1024,0,1460,False
1966,1967,2020-11-05,01:59:35,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8084,0,1024,0,1460,False
1967,1968,2020-11-05,01:59:41,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,90,0,3072,0,1460,False
1968,1969,2020-11-05,01:59:46,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,563,0,3072,0,1460,False
1969,1970,2020-11-05,01:59:52,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,9877,0,3072,0,1460,False
1970,1971,2020-11-05,01:59:58,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1984,0,2048,0,1460,False
1971,1972,2020-11-05,02:00:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,179,0,1024,0,1460,False
1972,1973,2020-11-05,02:00:09,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,8093,0,2048,0,1460,False
1973,1974,2020-11-05,02:00:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5862,0,3072,0,1460,False
1974,1975,2020-11-05,02:00:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2033,0,3072,0,1460,False
1975,1976,2020-11-05,02:00:25,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10243,0,4096,0,1460,False
1976,1977,2020-11-05,02:00:30,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,259,0,3072,0,1460,False
1977,1978,2020-11-05,03:14:53,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,60020,0,1024,0,1460,False
1978,1979,2020-11-05,03:14:59,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1021,0,1024,0,1460,False
1979,1980,2020-11-05,03:15:03,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,10012,0,2048,0,1460,False
1980,1981,2020-11-05,03:22:01,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3261,0,2048,0,1460,False
1981,1982,2020-11-05,03:22:06,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,49157,0,4096,0,1460,False
1982,1983,2020-11-05,03:22:11,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,512,0,3072,0,1460,False
1983,1984,2020-11-05,03:22:15,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1044,0,3072,0,1460,False
1984,1985,2020-11-05,03:22:20,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,3268,0,4096,0,1460,False
1985,1986,2020-11-05,03:22:24,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5962,0,3072,0,1460,False
1986,1987,2020-11-05,03:22:29,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,5269,0,1024,0,1460,False
1987,1988,2020-11-05,03:22:33,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,2034,0,3072,0,1460,False
1988,1989,2020-11-05,03:22:38,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,6005,0,1024,0,1460,False
1989,1990,2020-11-05,03:22:42,172.16.0.8,64.13.134.52,TCP,58,False,[SYN],36051,1110,0,4096,0,1460,False
